id,Title,Detail,Link,Update date,Publish date,Pillars,label
1363805,S'pore dedicates $25m to liver cancer research to find targeted treatments | The Straits Times,SINGAPORE - Singapore is dedicating $25 million to liver cancer research in a new five-year programme led by the National Cancer Centre Singapore ...,https://www.straitstimes.com/singapore/health/spore-dedicates-25m-to-liver-cancer-research-to-find-targeted-treatments?amp;utm_keyword=dlvr.it&amp;utm_medium=social-organic,13/6/2022 16:59,13/6/2022 16:38,I,Innovate to Advance
1363825,S'pore dedicates $25m to liver cancer research to find targeted treatments | The Straits Times,SINGAPORE - Singapore is dedicating $25 million to liver cancer research in a new five-year programme led by the National Cancer Centre Singapore ...,https://www.straitstimes.com/singapore/health/spore-dedicates-25m-to-liver-cancer-research-to-find-targeted-treatments,13/6/2022 17:35,13/6/2022 17:35,I,Innovate to Advance
1368129,Non-surgical procedure for dialysis patients piloted at Singapore General Hospital | The Straits Times,"SINGAPORE - Patients with end-stage kidney failure may soon no longer have to undergo surgery before beginning dialysis, thanks to a new procedure ...",https://www.straitstimes.com/singapore/health/non-surgical-procedure-for-dialysis-patients-piloted-at-spore-general-hospital?amp;utm_keyword=dlvr.it&amp;utm_medium=social-organic,28/6/2022 19:00,28/6/2022 18:38,C,Care to Heal
1368131,Non-surgical procedure for dialysis patients piloted at Singapore General Hospital | The Straits Times,"SINGAPORE - Patients with end-stage kidney failure may soon no longer have to undergo surgery before beginning dialysis, thanks to a new procedure ...",https://www.straitstimes.com/singapore/health/non-surgical-procedure-for-dialysis-patients-piloted-at-spore-general-hospital,28/6/2022 19:02,28/6/2022 19:02,C,Care to Heal
1357023,New programme to improve standard of emergency care outside of hospital  | The Straits Times,SINGAPORE - Every minute counts and a programme to improve the standard of emergency care a person receives before reaching a hospital has been ...,https://www.straitstimes.com/singapore/new-programme-to-improve-standard-of-emergency-care-outside-of-hospital-launched-by-temasek-and-singhealth,21/5/2022 13:01,21/5/2022 10:50,C,Care to Heal
1360535,Doc who helped make it safer to conduct Covid-19 swab tests among 3 recipients of LKY scholarship | The Straits Times,"SINGAPORE - Inspired by a close mentor, Dr Hairil Rizal Abdullah moved from Malaysia to Singapore in 2008 to join the local medical field.

The ...",https://www.straitstimes.com/singapore/doc-who-helped-make-covid-19-swab-test-safer-among-3-sporean-recipients-of-lky-scholarship,2/6/2022 15:36,2/6/2022 14:00,I,Innovate to Advance
1348669,"Shifting healthcare focus to preventive care is difficult but right thing to do, says PM Lee | The Straits Times",SINGAPORE - Shifting the healthcare system's focus from the reactive treatment of diseases when they surface to a more preventive one that relies ...,https://www.straitstimes.com/singapore/shifting-healthcare-focus-to-preventive-care-is-difficult-but-right-thing-to-do-says-pm-lee?amp;utm_keyword=dlvr.it&amp;utm_medium=social-organic,25/4/2022 18:21,24/4/2022 20:49,C,Care to Heal
1348673,PM Lee thanks healthcare workers 'constantly on front lines' in S'pore's Covid-19 battle | The Straits Times,SINGAPORE - The professionalism and commitment of healthcare workers in Singapore was a key reason that the country retained a degree of normalcy ...,https://www.straitstimes.com/singapore/pm-lee-thanks-healthcare-workers-constantly-on-the-front-lines-in-singapores-covid-19-battle,25/4/2022 18:25,24/4/2022 19:30,C,Care to Heal
1348679,"Shifting healthcare focus to preventive care is difficult but right thing to do, says PM Lee | The Straits Times",SINGAPORE - Shifting the healthcare system's focus from the reactive treatment of diseases when they surface to a more preventive one that relies ...,https://www.straitstimes.com/singapore/shifting-healthcare-focus-to-preventive-care-is-difficult-but-right-thing-to-do-says-pm-lee,25/4/2022 21:10,24/4/2022 23:11,C,Care to Heal
1348683,PM Lee thanks healthcare workers 'constantly on front lines' in S'pore's Covid-19 battle | The Straits Times,SINGAPORE - The professionalism and commitment of healthcare workers in Singapore was a key reason that the country retained a degree of normalcy ...,https://www.straitstimes.com/singapore/pm-lee-thanks-healthcare-workers-constantly-on-the-front-lines-in-singapores-covid-19-battle?amp;utm_keyword=dlvr.it&amp;utm_medium=social-organic,25/4/2022 18:38,24/4/2022 19:30,C,Care to Heal
1350261,"New tools being studied, piloted to keep Singaporeans healthy and out of hospital | The Straits Times",SINGAPORE - An automated device to screen for frailty and an app to better manage chronic diseases are among the new tools that are being studied ...,https://www.straitstimes.com/singapore/health/new-tools-being-studied-piloted-to-keep-singaporeans-healthy-and-out-of-hospital,29/4/2022 16:23,29/4/2022 15:06,I,Innovate to Advance
1351717,Knowledge gaps must be addressed for clinicians to better support public health system: NUS Medicine dean | The Straits Times,SINGAPORE - There are four main gaps in knowledge that must be addressed so that clinicians - typically thought of as focusing on treating disease ...,https://www.straitstimes.com/singapore/health/knowledge-gaps-must-be-addressed-for-clinicians-to-better-support-public-health-system-nus-medicine-dean?amp;utm_keyword=dlvr.it&amp;utm_medium=social-organic,4/5/2022 17:06,4/5/2022 16:41,E,Educate to Empower
1351761,Knowledge gaps must be addressed for clinicians to better support public health system: NUS Medicine dean | The Straits Times,SINGAPORE - There are four main gaps in knowledge that must be addressed so that clinicians - typically thought of as focusing on treating disease ...,https://www.straitstimes.com/singapore/health/knowledge-gaps-must-be-addressed-for-clinicians-to-better-support-public-health-system-nus-medicine-dean,4/5/2022 18:23,4/5/2022 18:22,E,Educate to Empower
1351875,'All I could do was apologise': 5 healthcare workers share Covid-19 experiences | The Straits Times,"SINGAPORE - One healthcare worker came into contact with an infected patient from abroad before Covid-19 got its name.

Another had to tell a ...",https://www.straitstimes.com/singapore/health/all-i-could-do-was-apologise-5-healthcare-workers-share-covid-19-experiences?amp;utm_keyword=dlvr.it&amp;utm_medium=social-organic,5/5/2022 5:27,5/5/2022 5:00,C,Care to Heal
1351919,'All I could do was apologise': 5 healthcare workers share Covid-19 experiences | The Straits Times,"SINGAPORE - One healthcare worker came into contact with an infected patient from abroad before Covid-19 got its name.

Another had to tell a ...",https://www.straitstimes.com/singapore/health/all-i-could-do-was-apologise-5-healthcare-workers-share-covid-19-experiences,5/5/2022 8:01,5/5/2022 6:27,C,Care to Heal
1352981,"Fun With Kids: Animation and book for Mother's Day, explaining stroke to kids | The Straits Times","SINGAPORE - Make family time all the more special with these ideas and activities.

Watch: Peanuts Mother's Day special animation

Charlie Brown ...",https://www.straitstimes.com/singapore/parenting-education/fun-with-kids-animation-and-book-for-mothers-day-explaining-stroke-to-kids?amp;utm_keyword=dlvr.it&amp;utm_medium=social-organic,8/5/2022 15:06,8/5/2022 14:05,E,Educate to Empower
1353011,"Fun With Kids: Animation and book for Mother's Day, explaining stroke to kids | The Straits Times","SINGAPORE - Make family time all the more special with these ideas and activities.

Watch: Peanuts Mother's Day special animation

Charlie Brown ...",https://www.straitstimes.com/singapore/parenting-education/fun-with-kids-animation-and-book-for-mothers-day-explaining-stroke-to-kids,8/5/2022 17:05,8/5/2022 15:00,E,Educate to Empower
1354267,Our covid-19 stories | The Straits Times,"One healthcare worker came into contact with an infected patient from abroad before Covid-19 got its name.

Another had to tell a patient's widow ...",https://www.straitstimes.com/singapore/health/we-had-thought-our-seniors-were-overreacting-it-was-adrenaline-that-kept-me-going-testing-migrant-workers-it-was-a-colossal-operation-i-was-fully-gowned-up-no-way-to-wipe-my-tears-our-covid-19-stories,13/5/2022 3:36,5/5/2022 5:21,C,Care to Heal
1354269,Fun With Kids | The Straits Times,"WATCH: PEANUTS MOTHER'S DAY SPECIAL ANIMATION

Charlie Brown has got his mum an ice cream cake for Mother's Day. Linus van Pelt is writing a ...",https://www.straitstimes.com/singapore/parenting-education/fun-with-kids-24,13/5/2022 3:36,8/5/2022 15:01,E,Educate to Empower
1347003,$2.4 million fund to kick-start research in regenerative medicine for osteoarthritis patients | The Straits Times,SINGAPORE - Efforts to come up with new treatments for patients suffering from osteoarthritis have been boosted by a $1.2 million donation from ...,https://www.straitstimes.com/singapore/health/24-million-fund-to-kickstart-research-in-regenerative-medicine-for-osteoarthritis-patients,20/4/2022 15:33,20/4/2022 15:32,I,Innovate to Advance
1347079,"Health Check Podcast: Not sleeping well, the doctor can help | The Straits Times","The pandemic may have changed your sleep habits, though sleeping more does not mean that you are sleeping well. So, if you’re one of those about ...",https://www.straitstimes.com/singapore/health/health-check-podcast-not-sleeping-well-the-doctor-can-help,20/4/2022 18:49,20/4/2022 18:37,C,Care to Heal
1347263,$1.2 million fund to kick-start research in regenerative medicine for osteoarthritis patients | The Straits Times,SINGAPORE - Efforts to come up with new treatments for patients suffering from osteoarthritis have been boosted by a $1.2 million donation from ...,https://www.straitstimes.com/singapore/health/12-million-fund-to-kick-start-research-in-regenerative-medicine-for-osteoarthritis-patients,21/4/2022 13:27,21/4/2022 13:23,I,Innovate to Advance
1348631,'I didn't want any of my guys to die': Covid-19 stories of SGH healthcare workers told in new book | The Straits Times,"SINGAPORE - When he was first told to prepare for a new virus from Wuhan in early 2020, Associate Professor Kenneth Tan, then newly minted head ...",https://www.straitstimes.com/singapore/health/i-didnt-want-any-of-my-guys-to-die-covid-19-stories-of-sgh-healthcare-workers-told-in-new-book?amp;utm_keyword=dlvr.it&amp;utm_medium=social-organic,25/4/2022 20:57,24/4/2022 17:04,C,Care to Heal
1348647,'I didn't want any of my guys to die': Covid-19 stories of SGH healthcare workers told in new book | The Straits Times,"SINGAPORE - When he was first told to prepare for a new virus from Wuhan in early 2020, Associate Professor Kenneth Tan, then newly minted head ...",https://www.straitstimes.com/singapore/health/i-didnt-want-any-of-my-guys-to-die-covid-19-stories-of-sgh-healthcare-workers-told-in-new-book,25/4/2022 17:56,24/4/2022 19:04,C,Care to Heal
1348687,Trust a 'most precious resource' critical in Singapore's Covid-19 response: PM Lee Hsien Loong | The Straits Times,SINGAPORE - Trust has probably been the most critical factor in Singapore's pandemic response - and the nation must learn from Covid-19 and not ...,https://www.straitstimes.com/singapore/health/trust-a-most-precious-resource-critical-in-singapores-covid-19-response-pm-lee,25/4/2022 20:26,24/4/2022 19:08,C,Care to Heal
1348689,Trust a 'most precious resource' critical in Singapore's Covid-19 response: PM Lee Hsien Loong | The Straits Times,SINGAPORE - Trust has probably been the most critical factor in Singapore's pandemic response - and the nation must learn from Covid-19 and not ...,https://www.straitstimes.com/singapore/health/trust-a-most-precious-resource-critical-in-singapores-covid-19-response-pm-lee?amp;utm_keyword=dlvr.it&amp;utm_medium=social-organic,8/8/2022 11:29,24/4/2022 19:04,C,Care to Heal
1348753,Trust a 'most precious resource' critical in Singapore's Covid-19 response: PM Lee Hsien Loong | The Straits Times,SINGAPORE - Trust has probably been the most critical factor in Singapore's pandemic response - and the nation must learn from Covid-19 and not ...,https://www.straitstimes.com/singapore/health/trust-a-most-precious-resource-critical-in-singapores-covid-19-response-pm-lee?amp;utm_medium=social&amp;utm_source=facebook,8/8/2022 11:29,24/4/2022 19:04,C,Care to Heal
1329377,"New supercomputer to speed up heart disease, future pandemic research | The Straits Times",SINGAPORE - A new national supercomputer to speed up healthcare research using large and complex sets of patient data is slated to launch this ...,https://www.straitstimes.com/tech/tech-news/new-supercomputer-to-speed-up-heart-disease-future-pandemic-research,2/3/2022 5:27,2/3/2022 5:00,I,Innovate to Advance
1329577,Menstrual pain could be endometriosis; affects 1 in 10 females in child-bearing years in S'pore | The Straits Times,"SINGAPORE - For around a decade during her teenage years, Member of Parliament Carrie Tan suffered severe menstrual cramps every month, where ...",https://www.straitstimes.com/singapore/menstrual-pain-could-be-endometriosis-affects-1-in-10-women-in-child-bearing-years-here,2/3/2022 18:33,2/3/2022 14:43,"E,I",Educate to Empower
1331177,"Detecting, monitoring heart disease gets an edge from AI with new lab at National Heart Centre | The Straits Times",SINGAPORE - The National Heart Centre Singapore (NHCS) has launched a cardiac imaging research laboratory that harnesses artificial intelligence ...,https://www.straitstimes.com/singapore/health/detecting-monitoring-heart-disease-gets-an-edge-from-ai-with-new-lab-at-national-heart-centre?amp;utm_keyword=dlvr.it&amp;utm_medium=social-organic,8/3/2022 20:21,8/3/2022 20:15,I,Innovate to Advance
1331179,"Detecting, monitoring heart disease gets an edge from AI with new lab at National Heart Centre | The Straits Times",SINGAPORE - The National Heart Centre Singapore (NHCS) has launched a cardiac imaging research laboratory that harnesses artificial intelligence ...,https://www.straitstimes.com/singapore/health/detecting-monitoring-heart-disease-gets-an-edge-from-ai-with-new-lab-at-national-heart-centre,8/3/2022 20:22,8/3/2022 20:18,I,Innovate to Advance
1331413,Budget debate: Virtual wards for non-Covid-19 patients to be trialled over 2 years | The Straits Times,"SINGAPORE - Following the success of the Covid-19 virtual wards programme, where patients who would otherwise be ineligible for home recovery ...",https://www.straitstimes.com/singapore/budget-debate-virtual-wards-for-non-covid-19-patients-to-be-trialled-over-2-years,9/3/2022 15:27,9/3/2022 15:26,I,Innovate to Advance
1331433,Budget debate: Virtual wards for non-Covid-19 patients to be trialled over 2 years | The Straits Times,"SINGAPORE - Following the success of the Covid-19 virtual wards programme, where patients who would otherwise be ineligible for home recovery ...",https://www.straitstimes.com/singapore/budget-debate-virtual-wards-for-non-covid-19-patients-to-be-trialled-over-2-years?amp;utm_keyword=dlvr.it&amp;utm_medium=social-organic,9/3/2022 16:00,9/3/2022 15:21,I,Innovate to Advance
1331517,"Budget debate: Patient data sharing across care teams, AI for diagnosing dementia | The Straits Times","SINGAPORE - These are the three new initiatives that the Ministry of Health (MOH) will be rolling out as part of the 2022 Budget.

Sharing patients' ...",https://www.straitstimes.com/singapore/politics/budget-debate-patient-data-sharing-across-care-teams-ai-for-diagnosing-dementia,9/3/2022 18:17,9/3/2022 17:50,I,Innovate to Advance
1331525,"Budget debate: Patient data sharing across care teams, AI for diagnosing dementia | The Straits Times","SINGAPORE - These are the three new initiatives that the Ministry of Health (MOH) will be rolling out as part of the 2022 Budget.

Sharing patients' ...",https://www.straitstimes.com/singapore/politics/budget-debate-patient-data-sharing-across-care-teams-ai-for-diagnosing-dementia?amp;utm_keyword=dlvr.it&amp;utm_medium=social-organic,9/3/2022 18:19,9/3/2022 17:50,I,Innovate to Advance
1334803,"SGH patients can now track medication balance in-app, collect medicine from selected FSCs | The Straits Times","SINGAPORE - Patients of Singapore General Hospital (SGH) can now track the remainder of their prescription medicine using mobile apps, or nominate ...",https://www.straitstimes.com/singapore/health/sgh-patients-can-now-track-medication-balance-in-app-collect-medicines-from-select-family-service-centres,17/3/2022 18:41,17/3/2022 14:33,I,Innovate to Advance
1318683,"Healthcare heroes honoured for work with children, elderly and cancer patients during Covid-19 | The Straits Times","SINGAPORE - While some Singaporeans would view an overseas trip during the Covid-19 pandemic as a chance for sightseeing and rest, Dr Linus Chua ...",https://www.straitstimes.com/singapore/health/healthcare-heroes-honoured-for-work-with-children-elderly-and-cancer-patients-during-covid-19?amp;utm_keyword=dlvr.it&amp;utm_medium=social-organic,8/2/2022 20:50,8/2/2022 20:17,"C,E",Care to Heal
1318689,"Healthcare heroes honoured for work with children, elderly and cancer patients during Covid-19 | The Straits Times","SINGAPORE - While some Singaporeans would view an overseas trip during the Covid-19 pandemic as a chance for sightseeing and rest, Dr Linus Chua ...",https://www.straitstimes.com/singapore/health/healthcare-heroes-honoured-for-work-with-children-elderly-and-cancer-patients-during-covid-19,8/2/2022 20:56,8/2/2022 20:56,"C,E",Care to Heal
1318961,"Healthcare heroes lauded for work with children, elderly and cancer patients during Covid-19 | The Straits Times","SINGAPORE - While some Singaporeans would view an overseas trip during the Covid-19 pandemic as a chance for sightseeing and rest, Dr Linus Chua ...",https://www.straitstimes.com/singapore/health/healthcare-heroes-honoured-for-work-with-children-elderly-and-cancer-patients-during-covid-19?amp;utm_medium=twitter,9/2/2022 2:18,8/2/2022 20:17,"C,E",Care to Heal
1319393,"Healthcare heroes lauded for work with children, elderly and cancer patients during Covid-19 | The Straits Times","SINGAPORE - While some Singaporeans would view an overseas trip during the Covid-19 pandemic as a chance for sightseeing and rest, Dr Linus Chua ...",https://straitstimes.com/singapore/health/healthcare-heroes-honoured-for-work-with-children-elderly-and-cancer-patients-during-covid-19,10/2/2022 0:27,8/2/2022 19:56,"C,E",Care to Heal
1319963,Gut health key to assessing risk of diarrhoea from taking antibiotics: SGH study | The Straits Times,"SINGAPORE - If you have experienced a bout of diarrhoea after taking antibiotics prescribed by your doctor, the cause might lie in the health ...",https://www.straitstimes.com/singapore/health/gut-health-key-to-assessing-risk-of-diarrhoea-from-taking-antibiotics-sgh-study,11/2/2022 18:50,11/2/2022 18:11,I,Innovate to Advance
1321241,Pioneer of palliative care Prof Cynthia Goh dies of pancreatic cancer at age 72 | The Straits Times,"SINGAPORE - Well-known palliative care pioneer Professor Cynthia Goh died of pancreatic cancer on Sunday (Feb 13) night at age 72.

She was one ...",https://www.straitstimes.com/singapore/community/pioneer-of-palliative-care-prof-cynthia-goh-dies-of-pancreatic-cancer-at-age-72?amp;utm_keyword=dlvr.it&amp;utm_medium=social-organic,14/2/2022 16:29,14/2/2022 16:28,C,Care to Heal
1321247,Pioneer of palliative care Prof Cynthia Goh dies of pancreatic cancer at age 72 | The Straits Times,"SINGAPORE - Well-known palliative care pioneer Professor Cynthia Goh died of pancreatic cancer on Sunday (Feb 13) night at age 72.

She was one ...",https://www.straitstimes.com/singapore/community/pioneer-of-palliative-care-prof-cynthia-goh-dies-of-pancreatic-cancer-at-age-72,14/2/2022 16:42,14/2/2022 16:20,C,Care to Heal
1321891,New 'ATM' can validate self-swabbed ART for Covid-19 | The Straits Times,SINGAPORE - A local start-up here has come up with an &quot;ATM&quot; - not for withdrawing cash - but to supervise and validate one's self-administered ...,https://www.straitstimes.com/singapore/new-atm-can-validate-self-swabbed-art-for-covid-19,15/2/2022 5:37,15/2/2022 5:00,I,Innovate to Advance
1321893,New 'ATM' can validate self-swabbed ART for Covid-19 | The Straits Times,SINGAPORE - A local start-up here has come up with an &quot;ATM&quot; - not for withdrawing cash - but to supervise and validate one's self-administered ...,https://www.straitstimes.com/singapore/new-atm-can-validate-self-swabbed-art-for-covid-19?amp;utm_keyword=dlvr.it&amp;utm_medium=social-organic,15/2/2022 5:38,15/2/2022 5:00,I,Innovate to Advance
1321949,New 'ATM' can validate self-swabbed ART for Covid-19 | The Straits Times,SINGAPORE - A local start-up here has come up with an &quot;ATM&quot; - not for withdrawing cash - but to supervise and validate one's self-administered ...,https://straitstimes.com/singapore/new-atm-can-validate-self-swabbed-art-for-covid-19,15/2/2022 10:59,15/2/2022 4:00,I,Innovate to Advance
1323259,"Pioneer of palliative care, Prof Cynthia Goh, dies of pancreatic cancer at age 72 | The Straits Times","SINGAPORE - Well-known palliative care pioneer, Professor Cynthia Goh, died of pancreatic cancer on Sunday night (Feb 13) at the age of 72 – ...",https://straitstimes.com/singapore/community/pioneer-of-palliative-care-prof-cynthia-goh-dies-of-pancreatic-cancer-at-age-72,17/2/2022 9:36,14/2/2022 20:09,C,Care to Heal
1309151,New SingHealth Duke-NUS simulation facility uses serious games to train healthcare workers | The Straits Times,SINGAPORE - A simulation training facility set up by SingHealth and Duke-NUS to hone and improve the skills of healthcare professionals opened ...,https://www.straitstimes.com/singapore/new-singhealth-duke-nus-simulation-facility-uses-serious-games-to-train-healthcare-workers?amp;utm_keyword=dlvr.it&amp;utm_medium=social-organic,18/1/2022 14:10,18/1/2022 14:04,"E,I",Educate to Empower
1309153,New SingHealth Duke-NUS simulation facility uses serious games to train healthcare workers | The Straits Times,SINGAPORE - A simulation training facility has been set up by SingHealth and Duke-NUS to hone and improve the skills of healthcare professionals ...,https://www.straitstimes.com/singapore/new-singhealth-duke-nus-simulation-facility-uses-serious-games-to-train-healthcare-workers,18/1/2022 14:19,18/1/2022 14:01,"E,I",Educate to Empower
1309219,SingHealth researchers conducting trials on drug to treat dengue | The Straits Times,"SINGAPORE - Researchers here are conducting clinical trials on a first-of-its-kind drug which, if successful, could treat dengue.

Professor ...",https://www.straitstimes.com/singapore/health/singhealth-researchers-conducting-trials-on-drug-to-treat-dengue?amp;utm_keyword=dlvr.it&amp;utm_medium=social-organic,18/1/2022 17:12,18/1/2022 16:50,I,Innovate to Advance
1309223,SingHealth researchers conducting trials on drug to treat dengue | The Straits Times,"SINGAPORE - Researchers here are conducting clinical trials on a first-of-its-kind drug which, if successful, could treat dengue.

Professor ...",https://www.straitstimes.com/singapore/health/singhealth-researchers-conducting-trials-on-drug-to-treat-dengue,18/1/2022 17:32,18/1/2022 16:50,I,Innovate to Advance
1309707,New SingHealth Duke-NUS simulation facility uses serious games to train healthcare workers | The Straits Times,SINGAPORE - A simulation training facility has been set up by SingHealth and Duke-NUS to hone and improve the skills of healthcare professionals ...,https://straitstimes.com/singapore/new-singhealth-duke-nus-simulation-facility-uses-serious-games-to-train-healthcare-workers,19/1/2022 23:18,18/1/2022 14:01,"E,I",Educate to Empower
1309957,How healthcare workers have 'carried the can' in Singapore's Covid-19 battle | The Straits Times,"SINGAPORE - In a new book about Singapore's fight against the Covid-19 pandemic, Health Minister Ong Ye Kung turns to a popular sport to explain ...",https://www.straitstimes.com/singapore/health/how-healthcare-workers-have-carried-the-can-in-singapores-covid-19-battle?amp;utm_keyword=dlvr.it&amp;utm_medium=social-organic,21/1/2022 5:11,21/1/2022 4:00,C,Care to Heal
1309961,How healthcare workers have 'carried the can' in Singapore's Covid-19 battle | The Straits Times,"SINGAPORE - In a new book about Singapore's fight against the Covid-19 pandemic, Health Minister Ong Ye Kung turns to a popular sport to explain ...",https://www.straitstimes.com/singapore/health/how-healthcare-workers-have-carried-the-can-in-singapores-covid-19-battle,21/1/2022 5:43,21/1/2022 5:00,C,Care to Heal
